,Zone,Time,Value
777,PGE_valley,202,0.215100259158
778,PGE_valley,203,0.286800345545
779,PGE_valley,204,0.430200518317
780,PGE_valley,205,0.501900604703
781,PGE_valley,206,1.29060155495
782,PGE_valley,207,1.5774019005
783,PGE_valley,208,1.72080207327
784,PGE_valley,209,1.64910198688
785,PGE_valley,210,1.29060155495
786,PGE_valley,211,0.430200518317
787,PGE_valley,212,1.29060155495
788,PGE_valley,213,2.36610285074
789,PGE_valley,214,1.64910198688
790,PGE_valley,215,1.79250215965
791,PGE_valley,216,2.15100259158
792,PGE_bay,193,1.61325194369
793,PGE_bay,194,0.403312985922
794,PGE_bay,195,0.403312985922
795,PGE_bay,196,0.537750647896
796,PGE_bay,197,1.20993895777
797,PGE_bay,198,2.55431557751
798,PGE_bay,199,4.03312985922
799,PGE_bay,200,2.01656492961
800,PGE_bay,201,0.403312985922
801,PGE_bay,202,0.403312985922
802,PGE_bay,203,0.537750647896
803,PGE_bay,204,0.806625971844
804,PGE_bay,205,0.941063633818
805,PGE_bay,206,2.41987791553
806,PGE_bay,207,2.95762856343
807,PGE_bay,208,3.22650388738
808,PGE_bay,209,3.0920662254
809,PGE_bay,210,2.41987791553
810,PGE_bay,211,0.806625971844
811,PGE_bay,212,2.41987791553
812,PGE_bay,213,4.43644284514
813,PGE_bay,214,3.0920662254
814,PGE_bay,215,3.36094154935
815,PGE_bay,216,4.03312985922
816,SCE,193,6.07341908212
817,SCE,194,1.51835477053
818,SCE,195,1.51835477053
819,SCE,196,2.02447302737
820,SCE,197,4.55506431159
821,SCE,198,9.61624688002
822,SCE,199,15.1835477053
823,SCE,200,7.59177385265
824,SCE,201,1.51835477053
825,SCE,202,1.51835477053
826,SCE,203,2.02447302737
827,SCE,204,3.03670954106
828,SCE,205,3.5428277979
829,SCE,206,9.11012862318
830,SCE,207,11.1346016506
831,SCE,208,12.1468381642
832,SCE,209,11.6407199074
833,SCE,210,9.11012862318
834,SCE,211,3.03670954106
835,SCE,212,9.11012862318
836,SCE,213,16.7019024758
837,SCE,214,11.6407199074
838,SCE,215,12.6529564211
839,SCE,216,15.1835477053
840,SDGE,193,0.964787927108
841,SDGE,194,0.241196981777
842,SDGE,195,0.241196981777
843,SDGE,196,0.321595975703
844,SDGE,197,0.723590945331
845,SDGE,198,1.52758088459
846,SDGE,199,2.41196981777
847,SDGE,200,1.20598490888
848,SDGE,201,0.241196981777
