,Constraint,Time,Value
533,Bal3Constraint,126,36.9554
534,Bal3Constraint,127,36.9554
535,Bal3Constraint,128,36.96008
536,Bal3Constraint,129,36.9554
537,Bal3Constraint,130,36.95072
538,Bal3Constraint,131,36.9554
539,Bal3Constraint,132,36.9554
540,Bal3Constraint,133,36.9554
541,Bal3Constraint,134,36.9554
542,Bal3Constraint,135,36.3821
543,Bal3Constraint,136,36.4268
544,Bal3Constraint,137,36.695
545,Bal3Constraint,138,36.9554
546,Bal3Constraint,139,37.7444
547,Bal3Constraint,140,36.9632
548,Bal3Constraint,141,36.95696
549,Bal3Constraint,142,36.96008
550,Bal3Constraint,143,36.9554
551,Bal3Constraint,144,36.9554
552,Bal4Constraint,121,46.91696
553,Bal4Constraint,122,46.9154
554,Bal4Constraint,123,46.9154
555,Bal4Constraint,124,46.9154
556,Bal4Constraint,125,46.9154
557,Bal4Constraint,126,46.9154
558,Bal4Constraint,127,46.9154
559,Bal4Constraint,128,46.92008
560,Bal4Constraint,129,46.9154
561,Bal4Constraint,130,46.5212
562,Bal4Constraint,131,46.5212
563,Bal4Constraint,132,46.5212
564,Bal4Constraint,133,46.5212
565,Bal4Constraint,134,46.5212
566,Bal4Constraint,135,46.1636
567,Bal4Constraint,136,46.3868
568,Bal4Constraint,137,46.655
569,Bal4Constraint,138,46.9154
570,Bal4Constraint,139,47.7044
571,Bal4Constraint,140,56.9441
572,Bal4Constraint,141,47.6834
573,Bal4Constraint,142,47.3258
574,Bal4Constraint,143,46.9154
575,Bal4Constraint,144,46.9154
576,Bal1Constraint,145,38.8656
577,Bal1Constraint,146,38.8656
578,Bal1Constraint,147,38.8656
579,Bal1Constraint,148,38.8656
580,Bal1Constraint,149,38.8656
581,Bal1Constraint,150,38.8656
582,Bal1Constraint,151,38.8656
583,Bal1Constraint,152,38.8656
584,Bal1Constraint,153,38.8656
585,Bal1Constraint,154,38.8656
586,Bal1Constraint,155,38.8656
587,Bal1Constraint,156,38.8656
588,Bal1Constraint,157,38.8656
589,Bal1Constraint,158,38.8656
590,Bal1Constraint,159,38.8656
591,Bal1Constraint,160,38.8656
592,Bal1Constraint,161,38.8656
593,Bal1Constraint,162,38.8656
594,Bal1Constraint,163,38.8656
595,Bal1Constraint,164,38.8656
596,Bal1Constraint,165,38.8656
597,Bal1Constraint,166,38.8656
598,Bal1Constraint,167,38.8656
599,Bal1Constraint,168,38.8656
600,Bal2Constraint,145,38.8656
601,Bal2Constraint,146,38.8656
602,Bal2Constraint,147,38.8656
603,Bal2Constraint,148,38.8656
604,Bal2Constraint,149,38.8656
605,Bal2Constraint,150,38.8656
606,Bal2Constraint,151,38.8656
607,Bal2Constraint,152,38.8656
608,Bal2Constraint,153,38.8656
609,Bal2Constraint,154,38.8656
610,Bal2Constraint,155,38.8656
611,Bal2Constraint,156,38.8656
612,Bal2Constraint,157,38.8656
613,Bal2Constraint,158,38.8656
614,Bal2Constraint,159,38.8656
615,Bal2Constraint,160,38.8656
616,Bal2Constraint,161,38.8656
617,Bal2Constraint,162,38.8656
618,Bal2Constraint,163,38.8656
619,Bal2Constraint,164,38.8656
620,Bal2Constraint,165,38.8656
621,Bal2Constraint,166,38.8656
622,Bal2Constraint,167,38.8656
623,Bal2Constraint,168,38.8656
624,Bal3Constraint,145,36.3821
625,Bal3Constraint,146,36.2036
626,Bal3Constraint,147,36.2036
627,Bal3Constraint,148,36.2332
628,Bal3Constraint,149,36.2036
629,Bal3Constraint,150,36.1139
630,Bal3Constraint,151,36.3821
631,Bal3Constraint,152,36.695
632,Bal3Constraint,153,36.3821
633,Bal3Constraint,154,35.6225
634,Bal3Constraint,155,35.399
635,Bal3Constraint,156,35.399
636,Bal3Constraint,157,35.0414
637,Bal3Constraint,158,34.5863
638,Bal3Constraint,159,35.3543
639,Bal3Constraint,160,36.3821
640,Bal3Constraint,161,36.9632
641,Bal3Constraint,162,36.9554
642,Bal3Constraint,163,36.971
643,Bal3Constraint,164,36.9632
644,Bal3Constraint,165,36.9632
645,Bal3Constraint,166,36.9632
646,Bal3Constraint,167,36.9632
647,Bal3Constraint,168,36.695
648,Bal4Constraint,145,46.3421
649,Bal4Constraint,146,46.1636
650,Bal4Constraint,147,46.1636
651,Bal4Constraint,148,46.1932
652,Bal4Constraint,149,46.1636
653,Bal4Constraint,150,46.0739
654,Bal4Constraint,151,46.3421
655,Bal4Constraint,152,46.655
656,Bal4Constraint,153,46.3421
657,Bal4Constraint,154,45.5825
658,Bal4Constraint,155,45.359
659,Bal4Constraint,156,45.359
660,Bal4Constraint,157,45.0014
661,Bal4Constraint,158,44.5463
662,Bal4Constraint,159,45.3143
663,Bal4Constraint,160,46.3421
664,Bal4Constraint,161,46.9232
665,Bal4Constraint,162,46.9154
666,Bal4Constraint,163,47.6834
667,Bal4Constraint,164,56.363
668,Bal4Constraint,165,47.6834
669,Bal4Constraint,166,47.3258
670,Bal4Constraint,167,46.9232
671,Bal4Constraint,168,46.655
672,Bal1Constraint,169,40.8228
673,Bal1Constraint,170,40.8228
674,Bal1Constraint,171,40.8228
675,Bal1Constraint,172,40.8228
676,Bal1Constraint,173,40.8228
677,Bal1Constraint,174,40.8228
678,Bal1Constraint,175,40.8228
679,Bal1Constraint,176,40.8228
680,Bal1Constraint,177,40.8228
681,Bal1Constraint,178,40.8228
682,Bal1Constraint,179,40.8228
683,Bal1Constraint,180,40.8228
684,Bal1Constraint,181,40.8228
685,Bal1Constraint,182,40.8228
686,Bal1Constraint,183,40.8228
687,Bal1Constraint,184,40.8228
688,Bal1Constraint,185,40.8228
689,Bal1Constraint,186,40.8228
690,Bal1Constraint,187,40.8228
691,Bal1Constraint,188,40.8228
692,Bal1Constraint,189,40.8228
693,Bal1Constraint,190,40.8228
694,Bal1Constraint,191,40.8228
