,PGE_valley,SCE
148,47489.555957341814,10133.417053151565
149,41495.08504067239,16375.512729704973
150,43813.758136274926,10179.219547309105
151,45096.641975691535,8883.859142504443
152,43697.86831253572,8989.025761984729
153,48374.9542346411,10529.30783314481
154,48954.139357875385,11176.468744586482
155,45801.205904880066,6579.289652793297
156,58908.242480130495,8159.944693478394
157,52263.2224725694,11570.515652269169
158,53225.366401861014,12565.878185531898
159,56687.6269301088,14237.1843058887
160,52043.5342172822,12284.04486775817
161,54549.29862621522,8531.19134336171
162,55898.75101960039,16048.131602083338
163,56122.26604868486,9834.300371415724
164,51807.44606149233,17160.780041348764
165,52909.78608718417,10038.284805314055
166,50764.77091267267,15209.188199559083
167,49994.28276917082,12120.62737464379
168,51961.08355533864,14042.8250676873
169,48505.21300376202,18866.446678901593
170,52525.005633714856,18971.004565979398
171,43735.14001048084,10857.200873937525
172,51626.00516598458,14210.762490140645
173,52761.61546794589,17655.741949992713
174,53883.537901753836,23057.87991086233
175,48944.774854789604,15108.702327550109
176,47404.84713802926,13896.42280423331
177,49217.40169973447,17268.532090660057
178,59209.97072600941,17841.04440469098
179,47596.27629169494,18525.305251009944
180,49257.788243123396,17462.957795181075
181,56414.475806093156,14402.762333498487
182,54187.12377677736,10004.213672839069
183,50216.67643889581,15823.992701014984
184,45397.98285775093,20897.20937491792
185,49874.33907762192,16065.961541962755
186,52052.880348387895,10785.959405629234
187,47943.396591139564,19372.251901152173
188,55773.58639303506,18317.76329749491
189,41256.09022699422,18618.913340501673
190,41455.209536305665,16252.683850643494
191,40403.878424482784,17738.668720351892
192,40376.90619748612,12607.643968619655
193,44128.02375073232,21168.40754878225
194,38247.05418238952,14693.160366673364
195,36675.63042107479,16674.417309811473
196,44513.97626128745,13791.598285960186
197,47575.928077167584,10800.356099976896
198,35595.01190528678,17555.77953977735
199,37832.50739471875,19836.662519357516
200,38519.77959377995,19976.325526495686
201,39689.970350132084,14233.552493220162
202,42067.53321694358,20441.091067522437
203,37328.97364764038,16283.989184960668
204,43758.17106577766,14382.303447279479
205,36325.71235668752,15724.272207207618
206,50143.9461067825,12799.305037108636
207,43035.15880222197,18086.49203021269
208,37300.480048651305,14157.747243342832
209,38300.41623849356,12071.538918863254
210,43688.54974975257,16849.680789986734
211,32767.199736919407,12618.825396439881
212,32079.07535280807,19337.87620676792
213,40043.415705395186,12380.685122563931
214,35693.16310601366,6748.596888487465
215,35663.75209558144,13318.172675156278
216,38014.74320718081,9637.253489257757
217,26523.82139296223,10790.48426982669
218,32597.402660520875,7580.322291022418
219,35921.60219213419,6915.155767343
220,29900.22860201483,6923.640685351946
221,33547.33636003427,6947.756165500682
222,32956.06436482535,4046.788006765606
223,29007.32448292611,5995.9174676839375
224,36174.636907116364,5943.557408391598
225,34846.37072093377,9465.066870787054
226,36095.27006423207,90.53455851423041
227,35455.946949862184,6121.65749232284
228,33757.53594741323,5822.025848205803
229,27175.81606726048,4842.017477119767
230,28055.2483025146,5694.027516340304
231,33396.12670890597,1632.8754097343171
232,25619.979700887212,2376.1330183014957
233,35824.42717639412,2590.8391422254117
234,28713.16799116326,0.0
235,40197.352011355404,4685.310725604811
236,36666.75321001465,3918.9848577043854
237,32317.279709429506,5824.714966157417
238,33034.041531149196,0.0
239,37409.2499424407,7126.509794252251
240,30575.63232676294,615.3399493922316
241,30133.979196937566,3620.148569689683
242,28683.883190934303,906.3235470706791
243,28410.548477103363,1192.3887190881842
244,33742.030459087524,2990.1255488925644
245,29439.89200144747,4942.249718323908
246,27461.158622958912,37.14659991193366
247,30655.72217294952,0.0
248,36336.21111270069,0.0
249,31226.158467613604,0.0
250,33326.67397455635,3724.297886365334
251,38733.513669846725,0.0
252,35862.54958897887,0.0
253,28029.454859956455,0.0
254,29605.99108956923,0.0
255,32716.81209937126,0.0
256,38875.73690598433,0.0
257,28176.55130828353,0.0
258,31978.38970397532,874.0776364224048
259,35149.051032796284,0.0
260,28742.175721474145,0.0
261,31859.10476227432,0.0
262,28348.140643832925,0.0
263,27247.94451152622,0.0
264,27503.868235606802,0.0
265,32805.644904486326,0.0
266,29602.710987480918,0.0
267,23914.44024216829,0.0
268,33872.13466871143,0.0
269,29746.695460510615,0.0
270,26398.862327752056,0.0
271,31851.026391549,0.0
272,28192.632704986452,634.8356783599129
273,22472.235314323716,0.0
274,29762.14068300423,0.0
275,32464.006279088342,0.0
276,22147.897248951307,4665.002747136334
277,29716.680406680407,0.0
278,32384.03543244446,3241.5863362289797
279,23024.79166122247,1451.1752286618103
280,22610.43991569579,1284.1055312558246
281,20161.774009855202,2157.3076734467195
282,22967.767008873667,0.0
283,7914.277934415022,2513.203610545258
284,16277.833934669321,0.0
285,10943.389785909207,0.0
286,12985.324068480353,0.0
287,16280.140010900035,0.0
288,15415.221400006347,0.0
289,19305.994167497003,0.0
290,17189.861152709316,0.0
291,16393.19748761871,0.0
292,8440.28793092476,0.0
293,8269.353847169117,0.0
294,16335.62081808703,980.950504755644
295,14776.134185546856,180.82397074656683
296,15754.643483891286,1736.108556614991
297,13919.954383830936,555.332777878225
298,18521.054803885425,0.0
299,10315.19291895259,1627.8254518897324
300,4928.432591937773,0.0
301,7931.3132778692925,0.0
302,8809.714209721315,0.0
303,18187.86116567799,0.0
304,6673.3222523727345,0.0
305,14203.247200010268,0.0
306,21409.694448622216,0.0
307,14863.540819563968,1507.321017516
308,14140.028776864823,0.0
309,12754.626331177204,0.0
310,17318.406917412274,0.0
311,11718.390122821931,2561.719892250109
312,2432.813958700657,2754.247440223524
313,8797.292403461528,330.1704343016761
314,9662.761754687808,3277.7885013728596
315,17901.432536896078,1641.0730001160628
316,14152.863001706315,715.3356853870048
317,12233.557255008584,0.0
318,10328.496100483484,0.0
319,12945.006291438669,4210.124904159619
320,15303.85982667746,1140.8825511348437
321,21624.94800336228,1467.773661448558
322,18682.92649684905,2318.17491412268
323,15804.490919104705,0.0
324,15990.023231499634,0.0
325,14583.86032098849,0.0
326,20244.179615718196,0.0
327,13496.553384297891,0.0
328,16963.43264011879,948.2298257070111
329,13647.147269816385,0.0
330,24547.929865775994,0.0
331,24943.69181261516,1132.9064515029168
332,17896.968036220052,0.0
333,24734.497337829765,0.0
334,21312.24745812075,0.0
335,20836.15323987143,2628.733788753637
336,19201.18287200228,0.0
337,17408.788101716014,0.0
338,16576.009555772012,0.0
339,18075.138098504332,1572.6291455660821
340,22198.446539632594,0.0
341,14624.261048759756,0.0
342,13474.906579248938,806.1946062295588
343,21150.843973373685,1685.8707512899946
344,8943.5453267384,0.0
345,13214.300086656538,0.0
346,2977.1055848026517,0.0
347,9100.489220998013,0.0
348,12613.148638737981,1649.110010120332
349,10534.001875167749,0.0
350,8868.131441774989,0.0
351,4814.212779798752,1237.4672193737529
352,8054.762601085396,0.0
353,4399.21500265591,346.5923768262692
354,5004.5146869424825,0.0
355,2615.964330302493,0.0
356,0.0,3978.8471096283374
357,2695.3677638541412,0.0
358,3595.50140494106,0.0
359,0.0,0.0
360,5827.532930933699,1170.9831214001592
361,3055.7933703180133,0.0
362,8464.824230349961,2449.1044542140135
363,0.0,0.0
364,0.0,611.0946851806689
